Series Name,Series Code,Country Name,Country Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2011 [YR2011],2012 [YR2012],2013 [YR2013],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,IDA blend,IDB,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,IDA only,IDX,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,IDA total,IDA,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Low & middle income,LMY,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Low income,LIC,44.298999786377,42.1529731750488,38.909049987793,31.6932506561279,31.5324249267578,31.4052257537842,33.2179260253906,34.0173988342285,34.0649757385254
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Lower middle income,LMC,31.6375999450684,29.252124786377,26.8878993988037,18.4267997741699,17.8892250061035,17.2800750732422,15.8818254470825,15.1767253875732,14.307900428772
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,North America,NAC,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,OECD members,OED,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Small states,SST,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,South Asia,SAS,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Upper middle income,UMC,8.05559730529785,7.41804504394531,7.16952991485596,7.72621488571167,6.9489049911499,6.2086501121521,5.57688999176025,5.75201988220215,5.74092245101929
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,World,WLD,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Albania,ALB,1.43961000442505,..,1.93194997310638,0.169939994812012,0.216979995369911,0.371250003576279,6.18711996078491,9.20401954650879,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Algeria,DZA,2.9766800403595,1.37446999549866,0.937269985675812,0.789669990539551,0.6214200258255,0.427540004253387,0.196449995040894,0.628679990768433,0.975709974765778
Children out of school (% of primary school age),SE.PRM.UNER.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Andorra,AND,..,..,..,56.8440017700195,55.4199981689453,54.3419990539551,8.0449800491333,7.08159017562866,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Angola,AGO,..,..,..,13.8166103363037,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Antigua and Barbuda,ATG,..,..,..,1.37468004226685,0.425240010023117,3.44799995422363,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Argentina,ARG,0.550059974193573,0.548309981822968,0.48565000295639,0.116889998316765,0.145170003175735,0.378740012645721,0.791949987411499,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Armenia,ARM,..,17.1631393432617,15.0388402938843,6.73584985733032,5.95047998428345,2.53241991996765,8.01469993591309,9.30687046051025,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Aruba,ABW,0.0163100007921457,0.294620007276535,0.655510008335114,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Australia,AUS,0.4757199883461,0.331279993057251,1.38429999351501,2.70568990707397,2.30446004867554,0.0482699982821941,0.367810010910034,0.296409994363785,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Austria,AUT,1.72769999504089,1.91211998462677,2.00231003761292,2.05923008918762,1.92673003673553,1.48000001907349,0.947790026664734,1.67592000961304,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Azerbaijan,AZE,11.2771902084351,11.7476396560669,13.4315204620361,9.89820003509521,7.6755199432373,1.72343003749847,8.01099967956543,4.28869009017944,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Bahamas, The",BHS,..,..,..,13.9839000701904,18.9936199188232,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bahrain,BHR,11.0290699005127,10.9497995376587,11.6063098907471,6.30378007888794,2.74950003623962,0.246360003948212,..,8.07569026947021,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Barbados,BRB,0.903580009937286,1.40130996704102,1.36774003505707,1.82281994819641,..,..,4.45752000808716,6.83245992660522,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Belarus,BLR,0,2.16774010658264,1.92966997623444,1.62764000892639,3.83060002326965,5.00578022003174,6.04665994644165,6.01627016067505,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Belgium,BEL,0.116630002856255,0.088299997150898,0.11888000369072,2.10103988647461,1.8775600194931,1.80781996250153,1.47403001785278,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Belize,BLZ,2.04680991172791,..,1.42771005630493,1.6374499797821,0.543349981307983,0.061039999127388,5.92530012130737,9.53684997558594,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Benin,BEN,..,..,18.3353996276855,4.87275981903076,4.17354011535645,3.90268993377686,7.91363000869751,5.41629981994629,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bermuda,BMU,..,..,..,1.66812002658844,0.677299976348877,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bhutan,BTN,36.9869117736816,..,..,9.20584011077881,8.1028003692627,9.73373985290527,4.56099987030029,5.52400016784668,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bolivia,BOL,0.251419991254807,0.24685999751091,0.412429988384247,6.77400016784668,9.79275035858154,10.6139602661133,4.16317987442017,3.38124990463257,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bosnia and Herzegovina,BIH,..,..,..,10.4394302368164,11.7361698150635,11.773229598999,14.1266899108887,14.8581104278564,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Botswana,BWA,17.9462394714355,17.7365608215332,17.3258495330811,..,14.2228698730469,14.7663097381592,18.3309993743896,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Brazil,BRA,..,..,..,..,5.82012987136841,3.94972991943359,5.22955989837646,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,British Virgin Islands,VGB,4.82353019714355,2.10318994522095,2.35612010955811,0.540229976177216,1.36799001693726,1.21826994419098,..,1.00672996044159,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Brunei Darussalam,BRN,..,..,..,1.27600002288818,0.180999994277954,0.521000027656555,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bulgaria,BGR,1.56787002086639,0.367559999227524,0.376489996910095,1.48259997367859,2.50696992874146,2.94944000244141,13.3159799575806,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Burkina Faso,BFA,63.7086296081543,64.5716323852539,62.1545791625977,36.1115188598633,35.2441902160645,34.4322204589844,28.971040725708,32.1655616760254,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Burundi,BDI,47.528450012207,46.8338813781738,43.2913398742676,2.21700000762939,3.4300000667572,..,19.0900001525879,19.6749992370605,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cabo Verde,CPV,4.36268997192383,4.6868200302124,5.31779003143311,9.28602027893066,8.56838035583496,9.0787296295166,10.8676795959473,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cambodia,KHM,..,..,..,1.44756996631622,1.1434600353241,..,8.12899971008301,12.8649997711182,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cameroon,CMR,..,..,..,9.95547008514404,5.79732990264893,..,4.41173982620239,3.93249988555908,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Canada,CAN,..,..,..,..,0.559189975261688,0.649070024490356,3.70691990852356,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cayman Islands,CYM,1.51630997657776,1.13840997219086,..,2.0254499912262,0.253329992294312,2.3948700428009,14.4907302856445,13.5434904098511,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Central African Republic,CAF,..,..,..,41.7481117248535,39.6319999694824,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Chad,TCD,47.5630798339844,43.6214408874512,41.901180267334,36.2379302978516,..,20.8448505401611,25.8434295654297,25.6529903411865,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Chile,CHL,..,..,..,3.58455991744995,3.39424991607666,3.35414004325867,2.16669988632202,1.29288005828857,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,China,CHN,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Colombia,COL,0,0,..,0.107179999351501,1.70736002922058,..,6.98671007156372,7.32455015182495,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Comoros,COM,..,..,..,..,..,8.59204006195068,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Congo, Rep.",COG,..,..,..,..,11.697319984436,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Costa Rica,CRI,..,..,..,0.354930013418198,1.50963997840881,3.07138991355896,4.66119003295898,4.73484992980957,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cote d'Ivoire,CIV,42.9351615905762,43.1302299499512,47.1526412963867,..,..,34.3481712341309,10.439359664917,9.77040958404541,5.61700010299683
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Croatia,HRV,0.255400002002716,0.411909997463226,0.463899999856949,1.04421997070312,1.04625999927521,1.26570999622345,1.98483002185822,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cuba,CUB,0.0697100013494492,0.1807000041008,0.40777999162674,2.44699001312256,2.1967499256134,0.658469974994659,2.16739988327026,4.39215993881226,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cyprus,CYP,2.04577994346619,1.11097002029419,1.02859997749329,0.153239995241165,1.31052005290985,1.79526996612549,0.0656099990010262,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Czechia,CZE,..,..,..,1.36269998550415,0.441210001707077,0.974690020084381,1.53835999965668,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Denmark,DNK,0.259959995746613,0.00112000002991408,..,0.485350012779236,0.414920002222061,0.495310008525848,0.469520002603531,0.586499989032745,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Djibouti,DJI,69.8428497314453,68.84375,..,52.805778503418,..,53.3443908691406,42.7578010559082,41.5521202087402,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Dominica,DMA,0.373299986124039,..,0.0208299998193979,0.450870007276535,0.930769979953766,2.12181997299194,12.2120199203491,11.9164600372314,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Dominican Republic,DOM,..,5.85179996490479,9.24911975860596,4.40541982650757,5.48254013061523,5.81693983078003,10.345009803772,7.54625988006592,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Ecuador,ECU,3.55171990394592,2.08954000473022,1.78261005878448,0.778509974479675,1.10777997970581,0.985040009021759,2.97985005378723,3.7016499042511,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Egypt, Arab Rep.",EGY,14.0797700881958,14.0501804351807,13.6644296646118,11.77184009552,9.51508045196533,..,0.456030011177063,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,El Salvador,SLV,9.56816005706787,6.8388500213623,5.61588001251221,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Equatorial Guinea,GNQ,43.2156791687012,45.9499206542969,47.7022399902344,57.5042381286621,56.1210098266602,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Eritrea,ERI,37.833080291748,32.014591217041,26.8885402679443,41.2930603027344,37.8297004699707,38.1124114990234,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Estonia,EST,..,..,..,..,..,..,2.12304997444153,1.82405996322632,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Eswatini,SWZ,..,..,..,6.70862007141113,11.0284099578857,13.6429195404053,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Ethiopia,ETH,57.9725189208984,55.8844604492188,54.9798393249512,22.5267200469971,21.5356903076172,..,24.7508697509766,23.8409996032715,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Fiji,FJI,5.22526979446411,5.56802988052368,8.47951030731201,11.5274200439453,10.4341697692871,11.7740001678467,..,2.71799993515015,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Finland,FIN,1.12741994857788,1.10903000831604,1.02573001384735,1.12917995452881,1.26225996017456,1.33873999118805,1.3612300157547,1.97632002830505,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,France,FRA,3.6341700553894,3.70044994354248,3.93280005455017,0.241819992661476,0.369890004396439,0.579230010509491,0.095550000667572,0.032490000128746,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Gambia, The",GMB,39.6374397277832,41.0297508239746,37.4237594604492,38.976879119873,36.7820510864258,37.4686698913574,23.3252105712891,22.9230003356934,22.8880004882812
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Georgia,GEO,..,..,..,1.51280999183655,2.12387990951538,2.09370994567871,0.309819996356964,1.32164001464844,2.36100006103516
